hand,rank1,rank2,suited,scenario,gto_action,agent_action,agent_raw,correct,fold_prob,call_prob,raise_prob
ATs,14,10,1,SB_RFI,raise,raise,2,True,0.0065512037836015224,0.009091894142329693,0.9843568727374077
ATs,14,10,1,BB_vs_RFI,raise,raise,5,True,0.004712448921054602,0.07080475986003876,0.9244827628135681
ATs,14,10,1,SB_vs_3bet,call,raise,5,False,0.0007448220858350396,0.06221733242273331,0.937037818133831
ATo,14,10,0,SB_RFI,raise,raise,2,True,0.00899601448327303,0.046021975576877594,0.9449819624423981
ATo,14,10,0,BB_vs_RFI,call,raise,2,False,0.011236825957894325,0.06920339912176132,0.9195597320795059
ATo,14,10,0,SB_vs_3bet,call,raise,5,False,0.004446013364940882,0.29858464002609253,0.6969693377614021
A9s,14,9,1,SB_RFI,raise,raise,2,True,0.004742771852761507,0.021881980821490288,0.9733752608299255
A9s,14,9,1,BB_vs_RFI,call,raise,2,False,0.002155716298148036,0.03339806944131851,0.9644461274147034
A9s,14,9,1,SB_vs_3bet,call,raise,5,False,0.002454552333801985,0.12272657454013824,0.8748188018798828
A9o,14,9,0,SB_RFI,raise,raise,2,True,0.02693401649594307,0.16741949319839478,0.8056464865803719
A9o,14,9,0,BB_vs_RFI,call,call,1,True,0.03645145893096924,0.4539240002632141,0.5096244849264622
A9o,14,9,0,SB_vs_3bet,call,call,1,True,0.031359486281871796,0.7293959856033325,0.23924455977976322
A8s,14,8,1,SB_RFI,raise,raise,2,True,0.030283425003290176,0.15334603190422058,0.8163704425096512
A8s,14,8,1,BB_vs_RFI,call,call,1,True,0.05787580832839012,0.5575674772262573,0.38455669675022364
A8s,14,8,1,SB_vs_3bet,call,call,1,True,0.019688399508595467,0.8602654337882996,0.12004627659916878
A8o,14,8,0,SB_RFI,raise,raise,2,True,0.00865209847688675,0.04184422269463539,0.9495037496089935
A8o,14,8,0,BB_vs_RFI,call,raise,2,False,0.015169140882790089,0.14558753371238708,0.8392433077096939
A8o,14,8,0,SB_vs_3bet,fold,call,1,False,0.0196584090590477,0.40235307812690735,0.5779884532094002
A7s,14,7,1,SB_RFI,raise,raise,2,True,0.02968563698232174,0.11684907227754593,0.8534653224050999
A7s,14,7,1,BB_vs_RFI,call,call,1,True,0.022956548258662224,0.405961811542511,0.5710816457867622
A7s,14,7,1,SB_vs_3bet,call,call,1,True,0.007462435867637396,0.6846022605895996,0.30793529748916626
A7o,14,7,0,SB_RFI,raise,raise,2,True,0.04964025318622589,0.14397913217544556,0.8063806388527155
A7o,14,7,0,BB_vs_RFI,call,call,1,True,0.08002325892448425,0.4529246389865875,0.4670521728694439
A7o,14,7,0,SB_vs_3bet,fold,call,1,False,0.06147150695323944,0.7462441325187683,0.19228433072566986
A6s,14,6,1,SB_RFI,raise,raise,2,True,0.05155341327190399,0.16622266173362732,0.7822239827364683
A6s,14,6,1,BB_vs_RFI,call,call,1,True,0.047729529440402985,0.4218602776527405,0.5304102525115013
A6s,14,6,1,SB_vs_3bet,call,call,1,True,0.05131044611334801,0.700262725353241,0.24842687416821718
A6o,14,6,0,SB_RFI,raise,raise,2,True,0.04311686009168625,0.15352684259414673,0.8033562786877155
A6o,14,6,0,BB_vs_RFI,fold,call,1,False,0.03235474228858948,0.4131239652633667,0.5545212775468826
A6o,14,6,0,SB_vs_3bet,fold,call,1,False,0.025304501876235008,0.7529373168945312,0.2217581868171692
A5s,14,5,1,SB_RFI,raise,raise,2,True,0.06972704082727432,0.21546441316604614,0.7148085171356797
A5s,14,5,1,BB_vs_RFI,raise,call,1,False,0.10992670804262161,0.5775108337402344,0.3125623972155154
A5s,14,5,1,SB_vs_3bet,raise,call,1,False,0.05670303851366043,0.8874912261962891,0.055805791984312236
A5o,14,5,0,SB_RFI,raise,raise,2,True,0.04160725325345993,0.16348081827163696,0.7949118725955486
A5o,14,5,0,BB_vs_RFI,fold,call,1,False,0.10920582711696625,0.49789920449256897,0.39289497397840023
A5o,14,5,0,SB_vs_3bet,fold,call,1,False,0.05777210742235184,0.8561447262763977,0.08608319296035916
A4s,14,4,1,SB_RFI,raise,raise,2,True,0.039351675659418106,0.15038666129112244,0.8102616472169757
A4s,14,4,1,BB_vs_RFI,raise,call,1,False,0.06107419356703758,0.5201523900032043,0.4187734676524997
A4s,14,4,1,SB_vs_3bet,raise,call,1,False,0.059653978794813156,0.7675859332084656,0.17276013968512416
A4o,14,4,0,SB_RFI,raise,raise,2,True,0.07480309158563614,0.21414336562156677,0.7110534515231848
A4o,14,4,0,BB_vs_RFI,fold,call,1,False,0.09573438763618469,0.49625059962272644,0.4080149861983955
A4o,14,4,0,SB_vs_3bet,fold,call,1,False,0.04564094915986061,0.8209162950515747,0.13344277767464519
A3s,14,3,1,SB_RFI,raise,raise,2,True,0.07655876129865646,0.2151634693145752,0.7082777307368815
A3s,14,3,1,BB_vs_RFI,raise,call,1,False,0.15548159182071686,0.5737201571464539,0.27079826523549855
A3s,14,3,1,SB_vs_3bet,raise,call,1,False,0.05815666541457176,0.8740271925926208,0.06781609973404557
A3o,14,3,0,SB_RFI,raise,call,1,False,0.14255616068840027,0.3900354504585266,0.46740826684981585
A3o,14,3,0,BB_vs_RFI,fold,call,1,False,0.1741514801979065,0.6489103436470032,0.17693819990381598
A3o,14,3,0,SB_vs_3bet,fold,call,1,False,0.07978446781635284,0.8500779867172241,0.07013744895812124
A2s,14,2,1,SB_RFI,raise,raise,2,True,0.06288793683052063,0.22316960990428925,0.7139425296336412
A2s,14,2,1,BB_vs_RFI,raise,call,1,False,0.08180956542491913,0.5841814279556274,0.3340089609846473
A2s,14,2,1,SB_vs_3bet,raise,call,1,False,0.12378291040658951,0.7659598588943481,0.11025709193199873
A2o,14,2,0,SB_RFI,raise,call,1,False,0.1141386479139328,0.43548959493637085,0.45037169475108385
A2o,14,2,0,BB_vs_RFI,fold,call,1,False,0.10407564789056778,0.7226223349571228,0.1733020943356678
A2o,14,2,0,SB_vs_3bet,fold,call,1,False,0.04079468548297882,0.8954975008964539,0.06370765378233045
KK,13,13,0,SB_RFI,raise,raise,2,True,0.00012495045666582882,6.986848165979609e-05,0.9998052045702934
KK,13,13,0,BB_vs_RFI,raise,raise,2,True,4.8451598559040576e-05,0.00021014786034356803,0.9997413381934166
KK,13,13,0,SB_vs_3bet,raise,raise,5,True,1.8579992683953606e-05,0.00041507137939333916,0.999566338956356
KQs,13,12,1,SB_RFI,raise,raise,2,True,9.123373274633195e-06,1.2320249879849143e-05,0.9999784901738167
KQs,13,12,1,BB_vs_RFI,raise,raise,2,True,3.042322987312218e-06,4.6994941840239335e-06,0.9999921955168247
KQs,13,12,1,SB_vs_3bet,call,raise,2,False,3.8451676118711475e-06,3.172399374307133e-05,0.9999644458293915
KQo,13,12,0,SB_RFI,raise,raise,2,True,0.0011690910905599594,0.003002261044457555,0.9958286806941032
KQo,13,12,0,BB_vs_RFI,call,raise,2,False,8.731002162676305e-05,0.0004752446839120239,0.9994374215602875
KQo,13,12,0,SB_vs_3bet,call,raise,5,False,3.645750621217303e-05,0.0015160995535552502,0.9984474927186966
KJs,13,11,1,SB_RFI,raise,raise,2,True,0.0029144471045583487,0.012056436389684677,0.9850291535258293
KJs,13,11,1,BB_vs_RFI,call,raise,2,False,0.0005751136923208833,0.0036022146232426167,0.9958226680755615
KJs,13,11,1,SB_vs_3bet,call,raise,5,False,0.001545235514640808,0.05405747517943382,0.9443972632288933
KJo,13,11,0,SB_RFI,raise,raise,2,True,0.0035471483133733273,0.013633077032864094,0.9828197658061981
KJo,13,11,0,BB_vs_RFI,call,raise,2,False,0.0019657148513942957,0.019335385411977768,0.9786989241838455
KJo,13,11,0,SB_vs_3bet,call,raise,5,False,0.0004987659631296992,0.043557412922382355,0.9559437409043312
KTs,13,10,1,SB_RFI,raise,raise,2,True,0.012182334437966347,0.05628044158220291,0.9315371662378311
KTs,13,10,1,BB_vs_RFI,call,raise,2,False,0.023527057841420174,0.0769977867603302,0.8994751870632172
KTs,13,10,1,SB_vs_3bet,call,call,1,True,0.009567409753799438,0.4850003123283386,0.5054322779178619
KTo,13,10,0,SB_RFI,raise,raise,2,True,0.020183680579066277,0.10099590569734573,0.8788204193115234
KTo,13,10,0,BB_vs_RFI,call,call,1,True,0.033403560519218445,0.2880082130432129,0.678588256239891
KTo,13,10,0,SB_vs_3bet,fold,call,1,False,0.03347761929035187,0.5830763578414917,0.38344601541757584
K9s,13,9,1,SB_RFI,raise,raise,2,True,0.0033416906371712685,0.028502628207206726,0.9681556522846222
K9s,13,9,1,BB_vs_RFI,call,raise,2,False,0.002473643282428384,0.030434750020503998,0.9670915454626083
K9s,13,9,1,SB_vs_3bet,fold,raise,5,False,0.003684820607304573,0.0951526015996933,0.9011625796556473
K9o,13,9,0,SB_RFI,raise,raise,2,True,0.01183382049202919,0.0847591832280159,0.9034070074558258
K9o,13,9,0,BB_vs_RFI,call,call,1,True,0.017293522134423256,0.270688533782959,0.7120179235935211
K9o,13,9,0,SB_vs_3bet,fold,call,1,False,0.022624913603067398,0.7146322131156921,0.26274295151233673
K8s,13,8,1,SB_RFI,raise,raise,2,True,0.02518768608570099,0.16971972584724426,0.8050925936549902
K8s,13,8,1,BB_vs_RFI,call,call,1,True,0.04757286608219147,0.4961174726486206,0.45630968920886517
K8s,13,8,1,SB_vs_3bet,fold,call,1,False,0.014850607141852379,0.9107938408851624,0.07435558456927538
K8o,13,8,0,SB_RFI,raise,raise,2,True,0.018877005204558372,0.07638604193925858,0.9047368802130222
K8o,13,8,0,BB_vs_RFI,fold,raise,2,False,0.019129803404211998,0.15151533484458923,0.8293548971414566
K8o,13,8,0,SB_vs_3bet,fold,raise,5,False,0.0049916827119886875,0.2478649765253067,0.7471433281898499
K7s,13,7,1,SB_RFI,raise,raise,2,True,0.010899530723690987,0.08087825030088425,0.9082222655415535
K7s,13,7,1,BB_vs_RFI,call,call,1,True,0.025091806426644325,0.320759654045105,0.6541485488414764
K7s,13,7,1,SB_vs_3bet,fold,call,1,False,0.018732158467173576,0.6310562491416931,0.3502115532755852
K7o,13,7,0,SB_RFI,raise,raise,2,True,0.024746105074882507,0.09307768940925598,0.8821762464940548
K7o,13,7,0,BB_vs_RFI,fold,call,1,False,0.03990743309259415,0.3110147714614868,0.6490778364241123
K7o,13,7,0,SB_vs_3bet,fold,call,1,False,0.0256348829716444,0.8533035516738892,0.12106159515678883
K6s,13,6,1,SB_RFI,raise,raise,2,True,0.04504968971014023,0.13768412172794342,0.8172661103308201
K6s,13,6,1,BB_vs_RFI,call,call,1,True,0.06804028153419495,0.3442052900791168,0.5877543315291405
K6s,13,6,1,SB_vs_3bet,fold,call,1,False,0.05270309001207352,0.7578296661376953,0.18946722522377968
K6o,13,6,0,SB_RFI,raise,raise,2,True,0.0255565382540226,0.14996476471424103,0.8244787566363811
K6o,13,6,0,BB_vs_RFI,fold,call,1,False,0.027895290404558182,0.3643954396247864,0.6077093370258808
K6o,13,6,0,SB_vs_3bet,fold,call,1,False,0.012359331361949444,0.9024163484573364,0.08522436674684286
K5s,13,5,1,SB_RFI,raise,raise,2,True,0.04402075707912445,0.14260758459568024,0.8133716285228729
K5s,13,5,1,BB_vs_RFI,call,call,1,True,0.09246165305376053,0.4954480826854706,0.4120902568101883
K5s,13,5,1,SB_vs_3bet,fold,call,1,False,0.07741045951843262,0.8237280249595642,0.09886145032942295
K5o,13,5,0,SB_RFI,raise,raise,2,True,0.03646092116832733,0.14327920973300934,0.8202598839998245
K5o,13,5,0,BB_vs_RFI,fold,call,1,False,0.05296057090163231,0.5697879791259766,0.3772514145821333
K5o,13,5,0,SB_vs_3bet,fold,call,1,False,0.04025659337639809,0.8717860579490662,0.08795735239982605
K4s,13,4,1,SB_RFI,raise,raise,2,True,0.030441371724009514,0.15078681707382202,0.8187717292457819
K4s,13,4,1,BB_vs_RFI,fold,call,1,False,0.03238214924931526,0.441774845123291,0.5258430019021034
K4s,13,4,1,SB_vs_3bet,fold,call,1,False,0.025212733075022697,0.8739169239997864,0.10087034106254578
K4o,13,4,0,SB_RFI,raise,raise,2,True,0.08462627232074738,0.25638094544410706,0.658992831595242
K4o,13,4,0,BB_vs_RFI,fold,call,1,False,0.11613865941762924,0.46952658891677856,0.41433466225862503
K4o,13,4,0,SB_vs_3bet,fold,call,1,False,0.04957650229334831,0.8368732929229736,0.11355023249052465
K3s,13,3,1,SB_RFI,raise,raise,2,True,0.06730363517999649,0.23370672762393951,0.698989680968225
K3s,13,3,1,BB_vs_RFI,fold,call,1,False,0.10571037232875824,0.5823569297790527,0.3119327612221241
K3s,13,3,1,SB_vs_3bet,fold,call,1,False,0.07420070469379425,0.7487443685531616,0.17705485597252846
K3o,13,3,0,SB_RFI,raise,raise,2,True,0.09243644028902054,0.26512107253074646,0.642442430369556
K3o,13,3,0,BB_vs_RFI,fold,call,1,False,0.1379123032093048,0.6671123504638672,0.19497538032010198
K3o,13,3,0,SB_vs_3bet,fold,call,1,False,0.031435709446668625,0.9209132790565491,0.04765114875044674
K2s,13,2,1,SB_RFI,raise,raise,2,True,0.08950541168451309,0.2223573476076126,0.6881373375654221
K2s,13,2,1,BB_vs_RFI,fold,call,1,False,0.1019032821059227,0.6061957478523254,0.2919009868055582
K2s,13,2,1,SB_vs_3bet,fold,call,1,False,0.06984981894493103,0.8202441334724426,0.10990591533482075
K2o,13,2,0,SB_RFI,raise,call,1,False,0.10719050467014313,0.313175767660141,0.5796337714418769
K2o,13,2,0,BB_vs_RFI,fold,call,1,False,0.12873075902462006,0.6686854362487793,0.20258378610014915
K2o,13,2,0,SB_vs_3bet,fold,call,1,False,0.05349741131067276,0.9232500195503235,0.023252573795616627
QQ,12,12,0,SB_RFI,raise,raise,2,True,0.0001089412544388324,0.0002043895801762119,0.9996866397559643
QQ,12,12,0,BB_vs_RFI,raise,raise,2,True,2.2550680114363786e-06,5.332299679139396e-06,0.9999923408031464
QQ,12,12,0,SB_vs_3bet,call,raise,5,False,7.70469159760978e-06,0.0004674741066992283,0.9995247423648834
QJs,12,11,1,SB_RFI,raise,raise,2,True,0.005692010745406151,0.019885428249835968,0.9744226038455963
QJs,12,11,1,BB_vs_RFI,call,raise,2,False,0.00020299272728152573,0.0008941344567574561,0.9989028126001358
QJs,12,11,1,SB_vs_3bet,call,raise,2,False,0.0001932636951096356,0.0022145358379930258,0.9975922256708145
QJo,12,11,0,SB_RFI,raise,raise,2,True,0.0068623945116996765,0.024818459525704384,0.9683191627264023
QJo,12,11,0,BB_vs_RFI,call,raise,2,False,0.0001713538949843496,0.0007393545238301158,0.9990893006324768
QJo,12,11,0,SB_vs_3bet,call,raise,5,False,0.0001093843748094514,0.0025486177764832973,0.997342012822628
QTs,12,10,1,SB_RFI,raise,raise,2,True,0.005260501988232136,0.01316750142723322,0.9815719723701477
QTs,12,10,1,BB_vs_RFI,call,raise,2,False,0.005729596130549908,0.05568453669548035,0.9385859370231628
QTs,12,10,1,SB_vs_3bet,call,raise,5,False,0.0028355487156659365,0.11130695790052414,0.8858574703335762
QTo,12,10,0,SB_RFI,raise,raise,2,True,0.013394808396697044,0.05697184428572655,0.9296334162354469
QTo,12,10,0,BB_vs_RFI,call,raise,2,False,0.010628357529640198,0.07372257858514786,0.9156491011381149
QTo,12,10,0,SB_vs_3bet,fold,raise,5,False,0.0028186067938804626,0.14544682204723358,0.8517345935106277
Q9s,12,9,1,SB_RFI,raise,raise,2,True,0.004709679167717695,0.05358229950070381,0.9417080581188202
Q9s,12,9,1,BB_vs_RFI,call,raise,2,False,0.018334882333874702,0.12207437306642532,0.8595907688140869
Q9s,12,9,1,SB_vs_3bet,call,raise,2,False,0.004628288093954325,0.09476742148399353,0.9006042927503586
Q9o,12,9,0,SB_RFI,raise,raise,2,True,0.0220421701669693,0.13541559875011444,0.8425422385334969
Q9o,12,9,0,BB_vs_RFI,call,call,1,True,0.053907204419374466,0.3119397461414337,0.6341530829668045
Q9o,12,9,0,SB_vs_3bet,fold,call,1,False,0.02029607631266117,0.542180061340332,0.43752380833029747
Q8s,12,8,1,SB_RFI,raise,raise,2,True,0.0436851792037487,0.17103010416030884,0.7852848283946514
Q8s,12,8,1,BB_vs_RFI,call,call,1,True,0.03360658511519432,0.4204811453819275,0.5459122322499752
Q8s,12,8,1,SB_vs_3bet,fold,call,1,False,0.061407674103975296,0.7942135334014893,0.1443787356838584
Q8o,12,8,0,SB_RFI,raise,raise,2,True,0.014228258281946182,0.10039215534925461,0.8853795900940895
Q8o,12,8,0,BB_vs_RFI,fold,raise,2,False,0.01678096503019333,0.11910272389650345,0.8641162812709808
Q8o,12,8,0,SB_vs_3bet,fold,call,1,False,0.006965688429772854,0.3224925100803375,0.6705417931079865
Q7s,12,7,1,SB_RFI,raise,raise,2,True,0.01810498908162117,0.09566491842269897,0.8862300589680672
Q7s,12,7,1,BB_vs_RFI,call,raise,2,False,0.026317106559872627,0.23130261898040771,0.7423802614212036
Q7s,12,7,1,SB_vs_3bet,fold,call,1,False,0.010795068927109241,0.43808630108833313,0.5511186048388481
Q7o,12,7,0,SB_RFI,raise,raise,2,True,0.03960622102022171,0.1692238748073578,0.7911698240786791
Q7o,12,7,0,BB_vs_RFI,fold,call,1,False,0.04418512433767319,0.3551892638206482,0.6006255894899368
Q7o,12,7,0,SB_vs_3bet,fold,call,1,False,0.027996830642223358,0.4780440032482147,0.49395914748311043
Q6s,12,6,1,SB_RFI,raise,raise,2,True,0.055147528648376465,0.16833527386188507,0.7765172310173512
Q6s,12,6,1,BB_vs_RFI,fold,call,1,False,0.042776547372341156,0.2829250395298004,0.6742983385920525
Q6s,12,6,1,SB_vs_3bet,fold,call,1,False,0.03967038914561272,0.6217740774154663,0.3385555259883404
Q6o,12,6,0,SB_RFI,raise,raise,2,True,0.026815541088581085,0.12353179603815079,0.8496526144444942
Q6o,12,6,0,BB_vs_RFI,fold,call,1,False,0.04310699179768562,0.3537055253982544,0.6031875014305115
Q6o,12,6,0,SB_vs_3bet,fold,call,1,False,0.013614417985081673,0.7225368022918701,0.2638486921787262
Q5s,12,5,1,SB_RFI,raise,raise,2,True,0.07947313785552979,0.18102674186229706,0.7395000457763672
Q5s,12,5,1,BB_vs_RFI,fold,call,1,False,0.0814489871263504,0.3877957761287689,0.5307553354650736
Q5s,12,5,1,SB_vs_3bet,fold,call,1,False,0.06044561788439751,0.7642585635185242,0.17529575200751424
Q5o,12,5,0,SB_RFI,raise,raise,2,True,0.05145317688584328,0.16723883152008057,0.7813078910112381
Q5o,12,5,0,BB_vs_RFI,fold,call,1,False,0.0794258862733841,0.49242398142814636,0.4281500671058893
Q5o,12,5,0,SB_vs_3bet,fold,call,1,False,0.04107952490448952,0.8699501156806946,0.08897025790065527
Q4s,12,4,1,SB_RFI,raise,raise,2,True,0.07022306323051453,0.19410504400730133,0.735671928152442
Q4s,12,4,1,BB_vs_RFI,fold,call,1,False,0.05510467663407326,0.3045552968978882,0.6403400748968124
Q4s,12,4,1,SB_vs_3bet,fold,call,1,False,0.026509324088692665,0.8300024271011353,0.14348831214010715
Q4o,12,4,0,SB_RFI,raise,raise,2,True,0.06928066909313202,0.23338386416435242,0.6973355151712894
Q4o,12,4,0,BB_vs_RFI,fold,call,1,False,0.1137932613492012,0.5122953057289124,0.37391149159520864
Q4o,12,4,0,SB_vs_3bet,fold,call,1,False,0.057593539357185364,0.8031165599822998,0.13928994489833713
Q3s,12,3,1,SB_RFI,raise,raise,2,True,0.09892328083515167,0.23400072753429413,0.6670760149136186
Q3s,12,3,1,BB_vs_RFI,fold,call,1,False,0.13977961242198944,0.40541407465934753,0.4548063715919852
Q3s,12,3,1,SB_vs_3bet,fold,call,1,False,0.0443844236433506,0.8131590485572815,0.1424565650522709
Q3o,12,3,0,SB_RFI,raise,call,1,False,0.11394229531288147,0.2925576865673065,0.5935000078752637
Q3o,12,3,0,BB_vs_RFI,fold,call,1,False,0.15387758612632751,0.6495651006698608,0.19655734486877918
Q3o,12,3,0,SB_vs_3bet,fold,call,1,False,0.10395746678113937,0.7999657988548279,0.0960767490323633
Q2s,12,2,1,SB_RFI,raise,call,1,False,0.0966336727142334,0.2803572416305542,0.623009036295116
Q2s,12,2,1,BB_vs_RFI,fold,call,1,False,0.1188400611281395,0.4884163737297058,0.3927435837686062
Q2s,12,2,1,SB_vs_3bet,fold,call,1,False,0.05538718029856682,0.8356668949127197,0.10894595086574554
Q2o,12,2,0,SB_RFI,raise,call,1,False,0.23408488929271698,0.42680463194847107,0.3391104743350297
Q2o,12,2,0,BB_vs_RFI,fold,call,1,False,0.21757696568965912,0.5629206895828247,0.21950234181713313
Q2o,12,2,0,SB_vs_3bet,fold,call,1,False,0.199665829539299,0.7297184467315674,0.07061585382325575
JJ,11,11,0,SB_RFI,raise,raise,2,True,0.00018342086696065962,0.0004148475709371269,0.9994016736745834
JJ,11,11,0,BB_vs_RFI,raise,raise,2,True,9.592516107659321e-06,1.7591773939784616e-05,0.9999727457761765
JJ,11,11,0,SB_vs_3bet,call,raise,5,False,2.9681048090424156e-06,9.211672295350581e-05,0.9999048784375191
JTs,11,10,1,SB_RFI,raise,raise,2,True,0.008730393834412098,0.030945446342229843,0.9603242874145508
JTs,11,10,1,BB_vs_RFI,call,raise,2,False,0.005705581977963448,0.04796986281871796,0.9463245570659637
JTs,11,10,1,SB_vs_3bet,call,raise,5,False,0.0007574402843602002,0.06511196494102478,0.9341305568814278
JTo,11,10,0,SB_RFI,raise,raise,2,True,0.013162441551685333,0.08826449513435364,0.8985730186104774
JTo,11,10,0,BB_vs_RFI,call,raise,2,False,0.013287095353007317,0.1751660853624344,0.8115467727184296
JTo,11,10,0,SB_vs_3bet,fold,call,1,False,0.0049515459686517715,0.45549923181533813,0.5395492874085903
J9s,11,9,1,SB_RFI,raise,raise,2,True,0.007873899303376675,0.06623891741037369,0.9258871749043465
J9s,11,9,1,BB_vs_RFI,call,raise,2,False,0.015879670158028603,0.22966597974300385,0.7544543296098709
J9s,11,9,1,SB_vs_3bet,call,raise,5,False,0.003274788148701191,0.24274906516075134,0.7539762109518051
J9o,11,9,0,SB_RFI,raise,raise,2,True,0.025296013802289963,0.17629028856754303,0.7984136901795864
J9o,11,9,0,BB_vs_RFI,call,call,1,True,0.033372681587934494,0.4712600111961365,0.49536731094121933
J9o,11,9,0,SB_vs_3bet,fold,call,1,False,0.014107012189924717,0.7254019379615784,0.2604909986257553
J8s,11,8,1,SB_RFI,raise,raise,2,True,0.04522326961159706,0.1767726093530655,0.7780040977522731
J8s,11,8,1,BB_vs_RFI,call,call,1,True,0.05255693569779396,0.5293378233909607,0.4181052502244711
J8s,11,8,1,SB_vs_3bet,call,call,1,True,0.013918854296207428,0.9241288900375366,0.061952285934239626
J8o,11,8,0,SB_RFI,raise,raise,2,True,0.026179442182183266,0.10441526025533676,0.8694052882492542
J8o,11,8,0,BB_vs_RFI,call,call,1,True,0.03721071779727936,0.33322763442993164,0.629561685025692
J8o,11,8,0,SB_vs_3bet,fold,call,1,False,0.008171039633452892,0.7117276787757874,0.28010135889053345
J7s,11,7,1,SB_RFI,raise,raise,2,True,0.03620503097772598,0.18834464251995087,0.7754504047334194
J7s,11,7,1,BB_vs_RFI,call,call,1,True,0.03166813403367996,0.5912979245185852,0.37703384831547737
J7s,11,7,1,SB_vs_3bet,fold,call,1,False,0.025756793096661568,0.750925600528717,0.22331757470965385
J7o,11,7,0,SB_RFI,raise,raise,2,True,0.030882608145475388,0.14355015754699707,0.8255672808736563
J7o,11,7,0,BB_vs_RFI,fold,call,1,False,0.04848942533135414,0.46600306034088135,0.48550757952034473
J7o,11,7,0,SB_vs_3bet,fold,call,1,False,0.04927495867013931,0.7543689608573914,0.19635611213743687
J6s,11,6,1,SB_RFI,raise,raise,2,True,0.07460357248783112,0.2011362761259079,0.7242601849138737
J6s,11,6,1,BB_vs_RFI,fold,call,1,False,0.07821562141180038,0.4374498426914215,0.4843345396220684
J6s,11,6,1,SB_vs_3bet,fold,call,1,False,0.032714877277612686,0.8105874061584473,0.156697615981102
J6o,11,6,0,SB_RFI,raise,raise,2,True,0.035552069544792175,0.17940717935562134,0.7850408554077148
J6o,11,6,0,BB_vs_RFI,fold,call,1,False,0.03379729762673378,0.5096950531005859,0.4565076157450676
J6o,11,6,0,SB_vs_3bet,fold,call,1,False,0.00836999248713255,0.8403934240341187,0.1512364950031042
J5s,11,5,1,SB_RFI,raise,raise,2,True,0.056807104498147964,0.2435414344072342,0.6996514950878918
J5s,11,5,1,BB_vs_RFI,fold,call,1,False,0.08802089095115662,0.6431482434272766,0.26883094664663076
J5s,11,5,1,SB_vs_3bet,fold,call,1,False,0.016260243952274323,0.941262423992157,0.042477182345464826
J5o,11,5,0,SB_RFI,raise,raise,2,True,0.06345867365598679,0.2426939606666565,0.6938473526388407
J5o,11,5,0,BB_vs_RFI,fold,call,1,False,0.08329067379236221,0.6392069458961487,0.27750241104513407
J5o,11,5,0,SB_vs_3bet,fold,call,1,False,0.021544883027672768,0.914359450340271,0.06409583333879709
J4s,11,4,1,SB_RFI,raise,raise,2,True,0.054101306945085526,0.21312732994556427,0.7327714217826724
J4s,11,4,1,BB_vs_RFI,fold,call,1,False,0.0319935604929924,0.5843505263328552,0.38365593925118446
