hand,rank1,rank2,suited,scenario,gto_action,agent_action,agent_raw,correct,fold_prob,call_prob,raise_prob
A5s,14,5,1,BB_vs_RFI,raise,raise,1,True,0.11282005906105042,0.33590221405029297,0.5512777008116245
A5s,14,5,1,SB_vs_3bet,raise,call,1,False,0.08203516900539398,0.5709512233734131,0.3470136448740959
A5o,14,5,0,SB_RFI,raise,raise,2,True,0.11029183119535446,0.09652051329612732,0.7931876201182604
A5o,14,5,0,BB_vs_RFI,fold,raise,1,False,0.09341906756162643,0.3846909999847412,0.5218899622559547
A5o,14,5,0,SB_vs_3bet,fold,call,1,False,0.03662751615047455,0.7926825881004333,0.17068982124328613
A4s,14,4,1,SB_RFI,raise,raise,2,True,0.10573764145374298,0.08926089107990265,0.8050014786422253
A4s,14,4,1,BB_vs_RFI,raise,call,1,False,0.10923871397972107,0.5156545639038086,0.37510666623711586
A4s,14,4,1,SB_vs_3bet,raise,call,1,False,0.023680245503783226,0.9018170237541199,0.07450269442051649
A4o,14,4,0,SB_RFI,raise,raise,3,True,0.11432862281799316,0.06262601166963577,0.8230453580617905
A4o,14,4,0,BB_vs_RFI,fold,raise,1,False,0.1412574052810669,0.3076964020729065,0.5510461423546076
A4o,14,4,0,SB_vs_3bet,fold,call,1,False,0.07196660339832306,0.5945752859115601,0.3334580548107624
A3s,14,3,1,SB_RFI,raise,raise,2,True,0.24022455513477325,0.11079772561788559,0.6489777185488492
A3s,14,3,1,BB_vs_RFI,raise,raise,1,True,0.21925415098667145,0.2952435612678528,0.4855022532865405
A3s,14,3,1,SB_vs_3bet,raise,call,1,False,0.05571179836988449,0.8157185912132263,0.1285694595426321
A3o,14,3,0,SB_RFI,raise,raise,2,True,0.18245850503444672,0.07304690033197403,0.7444946174509823
A3o,14,3,0,BB_vs_RFI,fold,raise,1,False,0.16770221292972565,0.36917516589164734,0.46312249451875687
A3o,14,3,0,SB_vs_3bet,fold,call,1,False,0.13406212627887726,0.6852593421936035,0.1806784076616168
A2s,14,2,1,SB_RFI,raise,raise,2,True,0.2171044796705246,0.09764104336500168,0.6852544820867479
A2s,14,2,1,BB_vs_RFI,raise,call,1,False,0.10906445980072021,0.5689776539802551,0.32195787597447634
A2s,14,2,1,SB_vs_3bet,raise,call,1,False,0.20103351771831512,0.5752595067024231,0.2237069089896977
A2o,14,2,0,SB_RFI,raise,raise,3,True,0.1635185331106186,0.0690065398812294,0.7674748823046684
A2o,14,2,0,BB_vs_RFI,fold,raise,1,False,0.17139413952827454,0.35513952374458313,0.47346633300185204
A2o,14,2,0,SB_vs_3bet,fold,call,1,False,0.07996948808431625,0.6928629279136658,0.22716756723821163
KK,13,13,0,SB_RFI,raise,raise,3,True,7.443447316290985e-07,1.8734957052402024e-07,0.9999990584328771
KK,13,13,0,BB_vs_RFI,raise,raise,3,True,6.325011054286733e-05,5.613946632365696e-05,0.9998806565999985
KK,13,13,0,SB_vs_3bet,raise,raise,3,True,7.932912922115065e-06,4.6707806177437305e-05,0.9999453499913216
KQs,13,12,1,SB_RFI,raise,raise,3,True,0.0002531239006202668,8.44346359372139e-05,0.9996623620390892
KQs,13,12,1,BB_vs_RFI,raise,raise,3,True,0.0003447790804784745,0.0005582489538937807,0.9990969598293304
KQs,13,12,1,SB_vs_3bet,call,raise,3,False,4.7598812670912594e-05,0.00017242821922991425,0.9997800439596176
KQo,13,12,0,SB_RFI,raise,raise,3,True,5.502950443769805e-05,4.839890607399866e-05,0.9998965486884117
KQo,13,12,0,BB_vs_RFI,call,raise,3,False,0.00016955974570009857,0.00025877737789414823,0.9995717294514179
KQo,13,12,0,SB_vs_3bet,call,raise,5,False,4.908929258817807e-05,0.0003501112514641136,0.9996007680892944
KJs,13,11,1,SB_RFI,raise,raise,3,True,0.00025576783809810877,0.00014155769895296544,0.999602697789669
KJs,13,11,1,BB_vs_RFI,call,raise,3,False,0.005956343840807676,0.019642973318696022,0.9744006767868996
KJs,13,11,1,SB_vs_3bet,call,raise,3,False,0.0037959683686494827,0.008703642524778843,0.9875004142522812
KJo,13,11,0,SB_RFI,raise,raise,3,True,0.0008746521198190749,0.0007183845737017691,0.998406995087862
KJo,13,11,0,BB_vs_RFI,call,raise,3,False,0.0038141331169754267,0.01338735967874527,0.9827984422445297
KJo,13,11,0,SB_vs_3bet,call,raise,5,False,0.0005273766000755131,0.004389340989291668,0.9950832575559616
KTs,13,10,1,SB_RFI,raise,raise,3,True,0.0158949326723814,0.03982405737042427,0.9442809820175171
KTs,13,10,1,BB_vs_RFI,call,raise,3,False,0.00972161628305912,0.0606088750064373,0.9296694993972778
KTs,13,10,1,SB_vs_3bet,call,raise,5,False,0.00318341376259923,0.21945203840732574,0.7773644849658012
KTo,13,10,0,SB_RFI,raise,raise,3,True,0.011285639367997646,0.02663436159491539,0.9620800837874413
KTo,13,10,0,BB_vs_RFI,call,raise,5,False,0.01517305988818407,0.1955440193414688,0.789282888174057
KTo,13,10,0,SB_vs_3bet,fold,raise,5,False,0.0016139241633936763,0.23802201449871063,0.7603640723973513
K9s,13,9,1,SB_RFI,raise,raise,3,True,0.0031982939690351486,0.002627166686579585,0.9941745586693287
K9s,13,9,1,BB_vs_RFI,call,raise,2,False,0.03147173300385475,0.13144437968730927,0.8370839208364487
K9s,13,9,1,SB_vs_3bet,fold,raise,5,False,0.004354416858404875,0.10936687141656876,0.8862786740064621
K9o,13,9,0,SB_RFI,raise,raise,3,True,0.02849188819527626,0.06033751368522644,0.9111705869436264
K9o,13,9,0,BB_vs_RFI,call,raise,1,False,0.04129541665315628,0.372607558965683,0.5860970094799995
K9o,13,9,0,SB_vs_3bet,fold,raise,1,False,0.011303259991109371,0.4203607738018036,0.5683358758687973
K8s,13,8,1,SB_RFI,raise,raise,3,True,0.04010030999779701,0.06468315422534943,0.8952165693044662
K8s,13,8,1,BB_vs_RFI,call,raise,1,False,0.024495726451277733,0.3367249667644501,0.6387792676687241
K8s,13,8,1,SB_vs_3bet,fold,raise,5,False,0.010894103907048702,0.30529412627220154,0.6838117837905884
K8o,13,8,0,SB_RFI,raise,raise,3,True,0.05392419919371605,0.07827596366405487,0.8677998222410679
K8o,13,8,0,BB_vs_RFI,fold,raise,1,False,0.05344395712018013,0.32994186878204346,0.6166141033172607
K8o,13,8,0,SB_vs_3bet,fold,call,1,False,0.020977523177862167,0.518407940864563,0.4606146365404129
K7s,13,7,1,SB_RFI,raise,raise,3,True,0.026505108922719955,0.08704013377428055,0.8864548057317734
K7s,13,7,1,BB_vs_RFI,call,raise,2,False,0.05540170893073082,0.19475549459457397,0.7498427741229534
K7s,13,7,1,SB_vs_3bet,fold,raise,5,False,0.009251673705875874,0.34288060665130615,0.647867776453495
K7o,13,7,0,SB_RFI,raise,raise,2,True,0.07448078691959381,0.12205755710601807,0.8034616746008396
K7o,13,7,0,BB_vs_RFI,fold,raise,1,False,0.08475571870803833,0.25259825587272644,0.6626460626721382
K7o,13,7,0,SB_vs_3bet,fold,call,1,False,0.053765684366226196,0.5688257217407227,0.37740863859653473
K6s,13,6,1,SB_RFI,raise,raise,3,True,0.04301230236887932,0.030553339049220085,0.9264343082904816
K6s,13,6,1,BB_vs_RFI,call,raise,2,False,0.0674605518579483,0.24430429935455322,0.6882351823151112
K6s,13,6,1,SB_vs_3bet,fold,call,1,False,0.019446318969130516,0.7171913385391235,0.26336223632097244
K6o,13,6,0,SB_RFI,raise,raise,3,True,0.11420483887195587,0.07475068420171738,0.8110445570200682
K6o,13,6,0,BB_vs_RFI,fold,raise,1,False,0.12632018327713013,0.2838069498538971,0.5898728612810373
K6o,13,6,0,SB_vs_3bet,fold,call,1,False,0.11699683219194412,0.524907648563385,0.35809552296996117
K5s,13,5,1,SB_RFI,raise,raise,3,True,0.11507270485162735,0.07977695018053055,0.8051503701135516
K5s,13,5,1,BB_vs_RFI,call,raise,1,False,0.10301564633846283,0.3811580240726471,0.5158263202756643
K5s,13,5,1,SB_vs_3bet,fold,call,1,False,0.04786030203104019,0.7226521372795105,0.2294875867664814
K5o,13,5,0,SB_RFI,raise,raise,2,True,0.10968693345785141,0.11828906089067459,0.7720240540802479
K5o,13,5,0,BB_vs_RFI,fold,raise,1,False,0.08612015098333359,0.323830783367157,0.5900490134954453
K5o,13,5,0,SB_vs_3bet,fold,call,1,False,0.04122394695878029,0.7736583352088928,0.1851176992058754
K4s,13,4,1,SB_RFI,raise,raise,3,True,0.1331900954246521,0.09476988017559052,0.7720400309190154
K4s,13,4,1,BB_vs_RFI,fold,call,1,False,0.14493146538734436,0.5429264307022095,0.3121421355754137
K4s,13,4,1,SB_vs_3bet,fold,call,1,False,0.020930442959070206,0.916128933429718,0.0629406999796629
K4o,13,4,0,SB_RFI,raise,raise,2,True,0.12010571360588074,0.08570010960102081,0.7941941563040018
K4o,13,4,0,BB_vs_RFI,fold,raise,1,False,0.12332317978143692,0.3386470377445221,0.5380297191441059
K4o,13,4,0,SB_vs_3bet,fold,call,1,False,0.07650334388017654,0.7385504245758057,0.18494622968137264
K3s,13,3,1,SB_RFI,raise,raise,2,True,0.2227889895439148,0.1173614040017128,0.6598496339283884
K3s,13,3,1,BB_vs_RFI,fold,call,1,False,0.269106388092041,0.41566920280456543,0.3152244035154581
K3s,13,3,1,SB_vs_3bet,fold,call,1,False,0.18807567656040192,0.7566803693771362,0.05524392263032496
K3o,13,3,0,SB_RFI,raise,raise,2,True,0.15300533175468445,0.10183056443929672,0.7451641028746963
K3o,13,3,0,BB_vs_RFI,fold,call,1,False,0.23153455555438995,0.3948828876018524,0.37358257081359625
K3o,13,3,0,SB_vs_3bet,fold,call,1,False,0.12823419272899628,0.6503549814224243,0.22141087241470814
K2s,13,2,1,SB_RFI,raise,raise,2,True,0.2124524563550949,0.12343781441450119,0.6641097934916615
K2s,13,2,1,BB_vs_RFI,fold,raise,0,False,0.31659936904907227,0.30330345034599304,0.38009715382941067
K2s,13,2,1,SB_vs_3bet,fold,call,1,False,0.1141190305352211,0.8003365397453308,0.08554436964914203
K2o,13,2,0,SB_RFI,raise,raise,3,True,0.14988566935062408,0.06723983585834503,0.7828744659200311
K2o,13,2,0,BB_vs_RFI,fold,raise,1,False,0.2647459805011749,0.3646736741065979,0.37058037612587214
K2o,13,2,0,SB_vs_3bet,fold,call,1,False,0.05829185992479324,0.8513253927230835,0.09038282465189695
QQ,12,12,0,SB_RFI,raise,raise,3,True,1.4405605725187343e-05,4.281744622858241e-06,0.9999813484027982
QQ,12,12,0,BB_vs_RFI,raise,raise,3,True,4.783877739100717e-05,6.865133764222264e-05,0.9998834729194641
QQ,12,12,0,SB_vs_3bet,call,raise,5,False,9.65921481110854e-06,5.9355013945605606e-05,0.9999309405684471
QJs,12,11,1,SB_RFI,raise,raise,3,True,0.0006998061435297132,0.0003785122826229781,0.9989217203110456
QJs,12,11,1,BB_vs_RFI,call,raise,3,False,0.0012894963147118688,0.0020148439798504114,0.9966956749558449
QJs,12,11,1,SB_vs_3bet,call,raise,5,False,0.00017766431847121567,0.000949734530877322,0.9988725334405899
QJo,12,11,0,SB_RFI,raise,raise,3,True,0.011632639914751053,0.027532389387488365,0.9608349949121475
QJo,12,11,0,BB_vs_RFI,call,raise,3,False,0.009217455051839352,0.03767361864447594,0.9531089514493942
QJo,12,11,0,SB_vs_3bet,call,raise,5,False,0.003977636806666851,0.06350453197956085,0.9325178042054176
QTs,12,10,1,SB_RFI,raise,raise,3,True,0.013932031579315662,0.01853768341243267,0.967530257999897
QTs,12,10,1,BB_vs_RFI,call,raise,5,False,0.014522210694849491,0.08322258293628693,0.902255117893219
QTs,12,10,1,SB_vs_3bet,call,raise,5,False,0.00460820272564888,0.2546613812446594,0.7407304309308529
QTo,12,10,0,SB_RFI,raise,raise,3,True,0.0169856995344162,0.09325025230646133,0.8897640109062195
QTo,12,10,0,BB_vs_RFI,call,raise,5,False,0.016124200075864792,0.06382505595684052,0.9200507402420044
QTo,12,10,0,SB_vs_3bet,fold,raise,5,False,0.019480125978589058,0.24862630665302277,0.7318935468792915
Q9s,12,9,1,SB_RFI,raise,raise,3,True,0.04811279848217964,0.09328418225049973,0.8586029410362244
Q9s,12,9,1,BB_vs_RFI,call,raise,1,False,0.026658397167921066,0.2774256467819214,0.6959160193800926
Q9s,12,9,1,SB_vs_3bet,call,raise,5,False,0.021820617839694023,0.20281898975372314,0.7753604054450989
Q9o,12,9,0,SB_RFI,raise,raise,3,True,0.04481535777449608,0.10620734095573425,0.8489773236215115
Q9o,12,9,0,BB_vs_RFI,call,raise,1,False,0.032872218638658524,0.48280414938926697,0.4843236580491066
Q9o,12,9,0,SB_vs_3bet,fold,call,1,False,0.015372197143733501,0.7413990497589111,0.24322864040732384
Q8s,12,8,1,SB_RFI,raise,raise,3,True,0.03547462075948715,0.09736570715904236,0.8671595826745033
Q8s,12,8,1,BB_vs_RFI,call,raise,1,False,0.026635972782969475,0.3816160261631012,0.5917479693889618
Q8s,12,8,1,SB_vs_3bet,fold,call,1,False,0.01205393671989441,0.6539497971534729,0.33399631083011627
Q8o,12,8,0,SB_RFI,raise,raise,3,True,0.12703721225261688,0.06310171633958817,0.8098610881716013
Q8o,12,8,0,BB_vs_RFI,fold,raise,2,False,0.09485237300395966,0.21924525499343872,0.6859024297446012
Q8o,12,8,0,SB_vs_3bet,fold,call,1,False,0.0978277251124382,0.5229090452194214,0.379263274371624
Q7s,12,7,1,SB_RFI,raise,raise,3,True,0.08120012283325195,0.09905301779508591,0.8197468221187592
Q7s,12,7,1,BB_vs_RFI,call,raise,1,False,0.05290815606713295,0.3209984004497528,0.6260934472084045
Q7s,12,7,1,SB_vs_3bet,fold,call,1,False,0.025074826553463936,0.5682350993156433,0.40668997913599014
Q7o,12,7,0,SB_RFI,raise,raise,2,True,0.09313663840293884,0.13094040751457214,0.7759229373186827
Q7o,12,7,0,BB_vs_RFI,fold,raise,1,False,0.0771012157201767,0.2878100275993347,0.63508883677423
Q7o,12,7,0,SB_vs_3bet,fold,call,1,False,0.04708093777298927,0.5412572026252747,0.41166186332702637
Q6s,12,6,1,SB_RFI,raise,raise,3,True,0.10229728370904922,0.05851376801729202,0.8391890563070774
Q6s,12,6,1,BB_vs_RFI,fold,raise,2,False,0.0716031938791275,0.2548525035381317,0.6735442467033863
Q6s,12,6,1,SB_vs_3bet,fold,call,1,False,0.02454570308327675,0.5870873928070068,0.38836684077978134
Q6o,12,6,0,SB_RFI,raise,raise,2,True,0.1332453340291977,0.10511356592178345,0.7616411615163088
Q6o,12,6,0,BB_vs_RFI,fold,raise,1,False,0.11274797469377518,0.27925848960876465,0.6079935245215893
Q6o,12,6,0,SB_vs_3bet,fold,call,1,False,0.06780513375997543,0.6548411250114441,0.27735367976129055
Q5s,12,5,1,SB_RFI,raise,raise,3,True,0.11863240599632263,0.07465306669473648,0.8067144947126508
Q5s,12,5,1,BB_vs_RFI,fold,call,1,False,0.09733908623456955,0.4783456027507782,0.42431539576500654
Q5s,12,5,1,SB_vs_3bet,fold,call,1,False,0.043563149869441986,0.791524350643158,0.1649124026298523
Q5o,12,5,0,SB_RFI,raise,raise,3,True,0.09774517267942429,0.06655183434486389,0.8357030116021633
Q5o,12,5,0,BB_vs_RFI,fold,raise,1,False,0.09711968153715134,0.2739740014076233,0.6289064362645149
Q5o,12,5,0,SB_vs_3bet,fold,call,1,False,0.07703204452991486,0.749022901058197,0.17394502833485603
Q4s,12,4,1,SB_RFI,raise,raise,2,True,0.1540592908859253,0.09962667524814606,0.7463140063919127
Q4s,12,4,1,BB_vs_RFI,fold,call,1,False,0.08429203182458878,0.6070762872695923,0.30863169953227043
Q4s,12,4,1,SB_vs_3bet,fold,call,1,False,0.021345626562833786,0.9516350626945496,0.027019361034035683
Q4o,12,4,0,SB_RFI,raise,raise,2,True,0.1314617246389389,0.08705322444438934,0.7814851058647037
Q4o,12,4,0,BB_vs_RFI,fold,raise,1,False,0.13162504136562347,0.38480716943740845,0.4835677416995168
Q4o,12,4,0,SB_vs_3bet,fold,call,1,False,0.08320175856351852,0.7239528894424438,0.1928453017026186
Q3s,12,3,1,SB_RFI,raise,raise,2,True,0.18302030861377716,0.09095983952283859,0.7260198835283518
Q3s,12,3,1,BB_vs_RFI,fold,raise,1,False,0.21290308237075806,0.341315895318985,0.445781119633466
Q3s,12,3,1,SB_vs_3bet,fold,call,1,False,0.08171175420284271,0.7847564220428467,0.13353173155337572
Q3o,12,3,0,SB_RFI,raise,raise,2,True,0.22632427513599396,0.08217989653348923,0.6914958215784281
Q3o,12,3,0,BB_vs_RFI,fold,raise,1,False,0.2045123279094696,0.29507526755332947,0.5004124031402171
Q3o,12,3,0,SB_vs_3bet,fold,call,1,False,0.12957419455051422,0.6744135618209839,0.19601226039230824
Q2s,12,2,1,SB_RFI,raise,raise,2,True,0.18052662909030914,0.14202888309955597,0.6774444067850709
Q2s,12,2,1,BB_vs_RFI,fold,call,1,False,0.2654886543750763,0.37777769565582275,0.3567337126005441
Q2s,12,2,1,SB_vs_3bet,fold,call,1,False,0.11896995455026627,0.7721094489097595,0.10892060492187738
Q2o,12,2,0,SB_RFI,raise,raise,2,True,0.24094323813915253,0.0739646777510643,0.6850921516306698
Q2o,12,2,0,BB_vs_RFI,fold,raise,1,False,0.2266884446144104,0.37270450592041016,0.40060700848698616
Q2o,12,2,0,SB_vs_3bet,fold,call,1,False,0.12105940282344818,0.7580748200416565,0.12086574546992779
JJ,11,11,0,SB_RFI,raise,raise,3,True,4.5569035137305036e-05,1.6704732843209058e-05,0.9999376367777586
JJ,11,11,0,BB_vs_RFI,raise,raise,3,True,0.00016615234198980033,0.00013938045594841242,0.9996944442391396
JJ,11,11,0,SB_vs_3bet,call,raise,5,False,0.00011920423276023939,0.0007847988163121045,0.9990959390997887
JTs,11,10,1,SB_RFI,raise,raise,3,True,0.004855938255786896,0.00466705858707428,0.9904769733548164
JTs,11,10,1,BB_vs_RFI,call,raise,5,False,0.0111697344109416,0.11254700273275375,0.876283273100853
JTs,11,10,1,SB_vs_3bet,call,raise,5,False,0.00256764842197299,0.07877495884895325,0.9186574183404446
JTo,11,10,0,SB_RFI,raise,raise,3,True,0.005981864407658577,0.014190779998898506,0.9798273891210556
JTo,11,10,0,BB_vs_RFI,call,raise,5,False,0.008494272828102112,0.12050699442625046,0.8709986582398415
JTo,11,10,0,SB_vs_3bet,fold,raise,5,False,0.0024204731453210115,0.1242324560880661,0.8733470663428307
J9s,11,9,1,SB_RFI,raise,raise,3,True,0.0035630417987704277,0.009994220919907093,0.9864427521824837
J9s,11,9,1,BB_vs_RFI,call,raise,3,False,0.0190218947827816,0.03682335838675499,0.94415482878685
J9s,11,9,1,SB_vs_3bet,call,raise,3,False,0.0006173799629323184,0.001551186665892601,0.9978314936161041
J9o,11,9,0,SB_RFI,raise,raise,3,True,0.05500137805938721,0.04855840653181076,0.8964400868862867
J9o,11,9,0,BB_vs_RFI,call,raise,1,False,0.04325228929519653,0.29713788628578186,0.6596098691225052
J9o,11,9,0,SB_vs_3bet,fold,raise,1,False,0.014798169955611229,0.3722701370716095,0.6129317060112953
J8s,11,8,1,SB_RFI,raise,raise,3,True,0.05455601215362549,0.0666877031326294,0.8787562884390354
J8s,11,8,1,BB_vs_RFI,call,raise,1,False,0.031046586111187935,0.33753734827041626,0.6314160078763962
J8s,11,8,1,SB_vs_3bet,call,raise,1,False,0.014809466898441315,0.38367965817451477,0.6015108451247215
J8o,11,8,0,SB_RFI,raise,raise,3,True,0.10924822092056274,0.0735447108745575,0.817207058891654
J8o,11,8,0,BB_vs_RFI,call,raise,2,False,0.09907305985689163,0.20581209659576416,0.6951148845255375
J8o,11,8,0,SB_vs_3bet,fold,call,1,False,0.04896806925535202,0.6471466422080994,0.3038852848112583
J7s,11,7,1,SB_RFI,raise,raise,3,True,0.0594654306769371,0.045926228165626526,0.8946083653718233
J7s,11,7,1,BB_vs_RFI,call,raise,2,False,0.0742492526769638,0.20995071530342102,0.7158001214265823
J7s,11,7,1,SB_vs_3bet,fold,call,1,False,0.019302448257803917,0.5405929684638977,0.44010455906391144
J7o,11,7,0,SB_RFI,raise,raise,3,True,0.14604780077934265,0.07873062789440155,0.7752215955406427
J7o,11,7,0,BB_vs_RFI,fold,raise,1,False,0.084244005382061,0.3564474284648895,0.559308584779501
J7o,11,7,0,SB_vs_3bet,fold,call,1,False,0.044815078377723694,0.6758818626403809,0.2793029323220253
J6s,11,6,1,SB_RFI,raise,raise,3,True,0.08160161972045898,0.04613448306918144,0.8722639158368111
J6s,11,6,1,BB_vs_RFI,fold,call,1,False,0.05247833579778671,0.49057385325431824,0.45694783329963684
J6s,11,6,1,SB_vs_3bet,fold,call,1,False,0.023645984008908272,0.6990916728973389,0.2772623412311077
J6o,11,6,0,SB_RFI,raise,raise,2,True,0.18987087905406952,0.0929851308465004,0.7171439928933978
J6o,11,6,0,BB_vs_RFI,fold,raise,1,False,0.1462569385766983,0.34712132811546326,0.506621828302741
J6o,11,6,0,SB_vs_3bet,fold,call,1,False,0.08059704303741455,0.7241278886795044,0.19527513533830643
J5s,11,5,1,SB_RFI,raise,raise,3,True,0.13628917932510376,0.05135854333639145,0.8123523015528917
J5s,11,5,1,BB_vs_RFI,fold,raise,1,False,0.08205612748861313,0.36844494938850403,0.5494989305734634
J5s,11,5,1,SB_vs_3bet,fold,call,1,False,0.06257911771535873,0.6865503787994385,0.25087057426571846
J5o,11,5,0,SB_RFI,raise,raise,3,True,0.14194507896900177,0.05977877601981163,0.7982761589810252
J5o,11,5,0,BB_vs_RFI,fold,raise,1,False,0.13461604714393616,0.3216703534126282,0.5437136478722095
J5o,11,5,0,SB_vs_3bet,fold,call,1,False,0.03400803357362747,0.841093122959137,0.12489879690110683
J4s,11,4,1,SB_RFI,raise,raise,2,True,0.15932206809520721,0.1387019008398056,0.7019760487601161
J4s,11,4,1,BB_vs_RFI,fold,call,1,False,0.10254476964473724,0.47759807109832764,0.41985713690519333
